count,loadPlace,loadPlaceLongitude,loadPlaceLatitude,unloadPlace,unloadPlaceLongitude,unloadPlaceLatitude
53,load,119.1518775,36.71034857,unload,113.5986308,24.80419161
54,load,105.7169574,34.56884132,unload,111.5194921,36.07985794
55,load,120.3818446,36.04723373,unload,113.1031943,28.26772783
56,load,110.4891201,38.01908765,unload,100.4607697,38.93082779
57,load,116.7172015,39.51423016,unload,117.9658377,36.81592145
58,load,105.7169574,34.56884132,unload,126.5843932,45.77814066
59,load,107.2505727,34.36920541,unload,126.5843932,45.77814066
60,load,126.5294839,43.85026732,unload,105.7169574,34.56884132
61,load,111.5194921,36.07985794,unload,112.6964718,36.75831427
62,load,116.7142094,23.32089057,unload,117.112548,36.69780214
63,load,114.8689562,40.82680705,unload,121.1483777,41.07625459
64,load,110.2132926,22.63358317,unload,113.2985517,40.08311203
65,load,116.9478203,33.64639431,unload,123.8938401,47.3261796
66,load,130.3638882,46.81701402,unload,109.425528,24.33477969
67,load,110.2132926,22.63358317,unload,110.2001424,25.2220507
68,load,122.0601458,46.06131773,unload,109.3209259,36.86052623
69,load,115.9492956,29.63386185,unload,109.3209259,36.86052623
70,load,118.7872801,32.0550539,unload,103.8212157,36.05611241
71,load,117.2004028,39.08080919,unload,105.9000798,36.97905266
72,load,113.5986308,24.80419161,unload,107.0428607,27.72844005
73,load,113.5986308,24.80419161,unload,119.3638272,41.20031494
74,load,110.2132926,22.63358317,unload,104.0777613,30.68036264
75,load,104.0777613,30.68036264,unload,117.9658377,36.81592145
76,load,106.557435,29.5675787,unload,114.4845915,36.57773729
77,load,112.4178074,34.64612258,unload,100.4607697,38.93082779
78,load,116.7172015,39.51423016,unload,111.3149552,30.67834977
79,load,115.4982162,38.86736886,unload,114.2982025,30.58193038
80,load,114.4845915,36.57773729,unload,126.5294839,43.85026732
81,load,117.958819,28.46469686,unload,115.9492956,29.63386185
82,load,117.2004028,39.08080919,unload,117.9658377,36.81592145
83,load,117.9658377,40.9596313,unload,100.4607697,38.93082779
84,load,113.5986308,24.80419161,unload,109.3209259,36.86052623
85,load,113.1031943,28.26772783,unload,114.4769042,36.07897039
86,load,120.3818446,36.04723373,unload,121.4677029,31.25742386
87,load,107.0364266,33.06829125,unload,109.425528,24.33477969
88,load,130.3638882,46.81701402,unload,108.3937832,30.79162185
89,load,122.9895763,41.12321835,unload,111.791842,38.0590902
90,load,111.5194921,36.07985794,unload,103.7156984,27.34318152
91,load,110.2132926,22.63358317,unload,109.7272543,38.24476095
92,load,123.4545661,41.67370405,unload,120.3818446,36.04723373
93,load,112.3686636,24.77428179,unload,123.8938401,47.3261796
94,load,111.791842,38.0590902,unload,117.9658377,36.81592145
95,load,116.9478203,33.64639431,unload,122.3014719,43.61220644
96,load,126.5843932,45.77814066,unload,128.8648657,47.72975322
97,load,111.791842,38.0590902,unload,113.1031943,28.26772783
98,load,113.5986308,24.80419161,unload,108.9497393,34.90253113
99,load,110.4542527,35.4679762,unload,115.9492956,29.63386185
100,load,116.7142094,23.32089057,unload,119.5834642,39.9070662
101,load,106.2262407,38.48521073,unload,117.9658377,36.81592145
102,load,106.557435,29.5675787,unload,110.2132926,22.63358317
103,load,123.8938401,47.3261796,unload,114.4769042,36.07897039
104,load,112.6964718,36.75831427,unload,110.2132926,22.63358317
105,load,104.6541889,34.99974378,unload,107.0364266,33.06829125
106,load,110.4891201,38.01908765,unload,117.958819,28.46469686
107,load,111.6721398,40.82992317,unload,107.2505727,34.36920541
108,load,125.3656824,41.26968622,unload,118.7872801,32.0550539
109,load,109.8392692,40.65207072,unload,125.1842074,42.85210756
110,load,120.3818446,36.04723373,unload,114.8689562,40.82680705
111,load,120.3818446,36.04723373,unload,117.958819,28.46469686
112,load,106.2262407,38.48521073,unload,108.9097751,34.34643312
113,load,113.1031943,28.26772783,unload,105.7169574,34.56884132
114,load,106.557435,29.5675787,unload,126.5294839,43.85026732
115,load,123.4545661,41.67370405,unload,105.7169574,34.56884132
116,load,125.1842074,42.85210756,unload,114.8689562,40.82680705
117,load,116.7142094,23.32089057,unload,108.3419855,22.82535865
118,load,125.1173096,46.57976354,unload,112.6964718,36.75831427
119,load,109.7272543,38.24476095,unload,125.1173096,46.57976354
120,load,108.8047789,37.58632226,unload,114.505457,38.02968504
121,load,114.8689562,40.82680705,unload,121.4677029,31.25742386
122,load,112.741772,38.41275095,unload,113.1151548,36.1854054
123,load,113.1264112,23.0172855,unload,119.3638272,41.20031494
124,load,109.8392692,40.65207072,unload,122.0601458,46.06131773
125,load,125.1842074,42.85210756,unload,100.4607697,38.93082779
126,load,118.7872801,32.0550539,unload,109.425528,24.33477969
127,load,110.4542527,35.4679762,unload,114.9175509,25.80912999
128,load,114.3610457,34.79438197,unload,123.4545661,41.67370405
129,load,104.6541889,34.99974378,unload,123.8938401,47.3261796
130,load,110.4891201,38.01908765,unload,125.1842074,42.85210756
131,load,114.5098497,37.06673118,unload,104.6541889,34.99974378
132,load,121.4677029,31.25742386,unload,112.3686636,24.77428179
133,load,105.9000798,36.97905266,unload,117.2004028,39.08080919
134,load,123.4545661,41.67370405,unload,111.6721398,40.82992317
135,load,116.9478203,33.64639431,unload,110.2132926,22.63358317
136,load,126.5294839,43.85026732,unload,112.6964718,36.75831427
137,load,114.4845915,36.57773729,unload,118.7872801,32.0550539
138,load,108.8047789,37.58632226,unload,123.4545661,41.67370405
139,load,108.8047789,37.58632226,unload,102.8258305,24.79410404
140,load,117.2004028,39.08080919,unload,114.4769042,36.07897039
141,load,108.8047789,37.58632226,unload,114.9175509,25.80912999
142,load,106.6361382,26.65407788,unload,109.8392692,40.65207072
143,load,113.1151548,36.1854054,unload,122.3014719,43.61220644
144,load,114.4769042,36.07897039,unload,113.1151548,36.1854054
145,load,113.5986308,24.80419161,unload,121.1483777,41.07625459
146,load,117.958819,28.46469686,unload,116.7142094,23.32089057
147,load,100.2780414,25.60889141,unload,108.9497393,34.90253113
148,load,110.4891201,38.01908765,unload,125.3656824,41.26968622
149,load,109.425528,24.33477969,unload,116.7142094,23.32089057
150,load,112.5408041,37.872297,unload,119.1518775,36.71034857
151,load,122.3014719,43.61220644,unload,110.2132926,22.63358317
152,load,109.3209259,36.86052623,unload,110.4542527,35.4679762
153,load,118.7872801,32.0550539,unload,114.3610457,34.79438197
154,load,111.5194921,36.07985794,unload,108.3419855,22.82535865
155,load,122.3014719,43.61220644,unload,108.9497393,34.90253113
156,load,109.8392692,40.65207072,unload,112.5276259,32.98104947
157,load,117.9658377,36.81592145,unload,114.8689562,40.82680705
158,load,109.8392692,40.65207072,unload,112.5276259,32.98104947
159,load,107.0428607,27.72844005,unload,114.9175509,25.80912999
160,load,108.9497393,34.90253113,unload,104.0777613,30.68036264
161,load,110.4891201,38.01908765,unload,122.1279587,37.51601718
162,load,116.9478203,33.64639431,unload,108.8047789,37.58632226
163,load,123.8938401,47.3261796,unload,119.5834642,39.9070662
164,load,128.8648657,47.72975322,unload,105.9000798,36.97905266
165,load,119.3638272,41.20031494,unload,107.0428607,27.72844005
166,load,114.8689562,40.82680705,unload,112.6964718,36.75831427
167,load,119.5834642,39.9070662,unload,121.1483777,41.07625459
168,load,116.7172015,39.51423016,unload,121.1483777,41.07625459
169,load,121.1483777,41.07625459,unload,130.9788717,45.32383948
170,load,110.2001424,25.2220507,unload,107.2505727,34.36920541
171,load,112.741772,38.41275095,unload,117.958819,28.46469686
172,load,109.7272543,38.24476095,unload,112.3686636,24.77428179
173,load,125.3656824,41.26968622,unload,104.6541889,34.99974378
174,load,110.2132926,22.63358317,unload,121.4677029,31.25742386
175,load,103.7156984,27.34318152,unload,112.5276259,32.98104947
176,load,117.9658377,40.9596313,unload,121.4677029,31.25742386
177,load,104.0777613,30.68036264,unload,114.4769042,36.07897039
178,load,130.9788717,45.32383948,unload,108.3419855,22.82535865
179,load,112.4178074,34.64612258,unload,130.3638882,46.81701402
180,load,112.3686636,24.77428179,unload,112.4178074,34.64612258
181,load,110.4542527,35.4679762,unload,111.6721398,40.82992317
182,load,128.8648657,47.72975322,unload,112.741772,38.41275095
183,load,118.7872801,32.0550539,unload,108.3419855,22.82535865
184,load,113.1264112,23.0172855,unload,121.1483777,41.07625459
185,load,121.4677029,31.25742386,unload,114.2982025,30.58193038
186,load,130.9788717,45.32383948,unload,130.3638882,46.81701402
187,load,125.3656824,41.26968622,unload,118.7872801,32.0550539
188,load,116.7142094,23.32089057,unload,107.2505727,34.36920541
189,load,100.2780414,25.60889141,unload,113.2985517,40.08311203
190,load,122.0601458,46.06131773,unload,115.4982162,38.86736886
191,load,117.112548,36.69780214,unload,112.741772,38.41275095
192,load,100.2780414,25.60889141,unload,122.9895763,41.12321835
193,load,108.9497393,34.90253113,unload,119.3638272,41.20031494
194,load,111.5194921,36.07985794,unload,103.8212157,36.05611241
195,load,122.9895763,41.12321835,unload,108.9097751,34.34643312
196,load,112.5408041,37.872297,unload,109.425528,24.33477969
197,load,116.7172015,39.51423016,unload,114.4769042,36.07897039
198,load,109.3209259,36.86052623,unload,108.8047789,37.58632226
199,load,104.6541889,34.99974378,unload,112.3686636,24.77428179
200,load,102.8258305,24.79410404,unload,112.6964718,36.75831427
201,load,110.2132926,22.63358317,unload,120.3818446,36.04723373
202,load,123.8938401,47.3261796,unload,115.9492956,29.63386185
203,load,112.741772,38.41275095,unload,103.8212157,36.05611241
204,load,103.8212157,36.05611241,unload,109.3209259,36.86052623
205,load,108.3937832,30.79162185,unload,126.5294839,43.85026732
206,load,111.1150855,38.46758627,unload,119.5834642,39.9070662
207,load,122.1279587,37.51601718,unload,126.5294839,43.85026732
208,load,112.741772,38.41275095,unload,103.8212157,36.05611241
209,load,115.4982162,38.86736886,unload,130.9788717,45.32383948
210,load,120.3818446,36.04723373,unload,114.3610457,34.79438197
211,load,103.7156984,27.34318152,unload,114.5098497,37.06673118
212,load,125.3656824,41.26968622,unload,116.7142094,23.32089057
213,load,119.1518775,36.71034857,unload,111.6721398,40.82992317
214,load,108.3419855,22.82535865,unload,126.5843932,45.77814066
215,load,109.8392692,40.65207072,unload,125.1173096,46.57976354
216,load,106.2262407,38.48521073,unload,117.9658377,40.9596313
217,load,117.2004028,39.08080919,unload,111.1150855,38.46758627
218,load,111.791842,38.0590902,unload,111.1150855,38.46758627
219,load,123.4545661,41.67370405,unload,113.1031943,28.26772783
220,load,110.2001424,25.2220507,unload,112.6964718,36.75831427
221,load,125.1173096,46.57976354,unload,130.9788717,45.32383948
222,load,114.4845915,36.57773729,unload,106.557435,29.5675787
223,load,121.4677029,31.25742386,unload,115.4982162,38.86736886
224,load,121.1483777,41.07625459,unload,114.8689562,40.82680705
225,load,103.8212157,36.05611241,unload,108.8047789,37.58632226
226,load,128.8648657,47.72975322,unload,115.9492956,29.63386185
227,load,110.4891201,38.01908765,unload,108.9097751,34.34643312
228,load,113.2985517,40.08311203,unload,122.9895763,41.12321835
229,load,118.7872801,32.0550539,unload,114.8689562,40.82680705
230,load,110.4891201,38.01908765,unload,113.1151548,36.1854054
231,load,113.1264112,23.0172855,unload,111.5194921,36.07985794
232,load,111.6721398,40.82992317,unload,114.4769042,36.07897039
233,load,123.8938401,47.3261796,unload,113.2985517,40.08311203
234,load,122.1279587,37.51601718,unload,125.1842074,42.85210756
235,load,111.1150855,38.46758627,unload,108.3419855,22.82535865
236,load,114.5098497,37.06673118,unload,112.741772,38.41275095
237,load,117.958819,28.46469686,unload,113.1031943,28.26772783
238,load,114.2982025,30.58193038,unload,107.0428607,27.72844005
239,load,116.9478203,33.64639431,unload,108.9097751,34.34643312
240,load,125.1173096,46.57976354,unload,128.8648657,47.72975322
241,load,113.1264112,23.0172855,unload,108.8047789,37.58632226
242,load,108.8047789,37.58632226,unload,112.3686636,24.77428179
243,load,128.8648657,47.72975322,unload,110.4891201,38.01908765
244,load,110.4891201,38.01908765,unload,117.2004028,39.08080919
245,load,104.0777613,30.68036264,unload,121.4677029,31.25742386
246,load,122.3014719,43.61220644,unload,114.4769042,36.07897039
247,load,109.8392692,40.65207072,unload,114.8689562,40.82680705
248,load,126.5843932,45.77814066,unload,112.3686636,24.77428179
249,load,106.2262407,38.48521073,unload,121.1483777,41.07625459
250,load,114.9175509,25.80912999,unload,110.4542527,35.4679762
251,load,112.6964718,36.75831427,unload,123.8938401,47.3261796
252,load,100.2780414,25.60889141,unload,122.3014719,43.61220644
253,load,114.505457,38.02968504,unload,126.5294839,43.85026732
254,load,130.3638882,46.81701402,unload,107.2505727,34.36920541
255,load,121.1483777,41.07625459,unload,125.1842074,42.85210756
256,load,106.2262407,38.48521073,unload,111.1150855,38.46758627
257,load,114.8689562,40.82680705,unload,105.9000798,36.97905266
258,load,117.9658377,40.9596313,unload,111.1150855,38.46758627
259,load,111.6721398,40.82992317,unload,112.6964718,36.75831427
260,load,114.8689562,40.82680705,unload,103.8212157,36.05611241
261,load,116.7142094,23.32089057,unload,103.8212157,36.05611241
262,load,108.3419855,22.82535865,unload,117.112548,36.69780214
263,load,111.3149552,30.67834977,unload,122.9895763,41.12321835
264,load,128.8648657,47.72975322,unload,115.4982162,38.86736886
265,load,116.7142094,23.32089057,unload,104.0777613,30.68036264
266,load,113.1264112,23.0172855,unload,112.3686636,24.77428179
267,load,112.5276259,32.98104947,unload,104.6541889,34.99974378
268,load,108.3937832,30.79162185,unload,112.5276259,32.98104947
269,load,117.958819,28.46469686,unload,111.791842,38.0590902
270,load,114.505457,38.02968504,unload,106.557435,29.5675787
271,load,111.5194921,36.07985794,unload,110.4542527,35.4679762
272,load,129.6253588,44.53274667,unload,111.6721398,40.82992317
273,load,111.5194921,36.07985794,unload,111.791842,38.0590902
274,load,100.2780414,25.60889141,unload,106.2262407,38.48521073
275,load,111.1150855,38.46758627,unload,112.5276259,32.98104947
276,load,123.4545661,41.67370405,unload,126.5843932,45.77814066
277,load,100.4607697,38.93082779,unload,116.7142094,23.32089057
278,load,100.4607697,38.93082779,unload,128.8648657,47.72975322
279,load,125.1842074,42.85210756,unload,112.6964718,36.75831427
280,load,106.6361382,26.65407788,unload,123.4545661,41.67370405
281,load,112.5276259,32.98104947,unload,113.2985517,40.08311203
282,load,103.8212157,36.05611241,unload,109.425528,24.33477969
283,load,105.9000798,36.97905266,unload,109.8392692,40.65207072
284,load,119.3638272,41.20031494,unload,111.1150855,38.46758627
285,load,116.7172015,39.51423016,unload,130.3638882,46.81701402
286,load,117.2004028,39.08080919,unload,114.9175509,25.80912999
287,load,120.3818446,36.04723373,unload,116.7172015,39.51423016
288,load,125.3656824,41.26968622,unload,110.2132926,22.63358317
289,load,112.741772,38.41275095,unload,114.4769042,36.07897039
290,load,114.9175509,25.80912999,unload,103.8212157,36.05611241
291,load,122.0601458,46.06131773,unload,109.425528,24.33477969
292,load,104.6541889,34.99974378,unload,119.5834642,39.9070662
293,load,108.9097751,34.34643312,unload,125.1842074,42.85210756
294,load,114.3610457,34.79438197,unload,105.9000798,36.97905266
295,load,112.6964718,36.75831427,unload,108.9097751,34.34643312
296,load,114.505457,38.02968504,unload,112.3686636,24.77428179
297,load,126.5843932,45.77814066,unload,113.1151548,36.1854054
298,load,108.9497393,34.90253113,unload,111.5194921,36.07985794
299,load,122.3014719,43.61220644,unload,122.1279587,37.51601718
300,load,117.9658377,36.81592145,unload,117.958819,28.46469686
301,load,112.741772,38.41275095,unload,112.5408041,37.872297
302,load,107.2505727,34.36920541,unload,114.2982025,30.58193038
303,load,113.5986308,24.80419161,unload,116.7172015,39.51423016
304,load,112.4178074,34.64612258,unload,130.9788717,45.32383948
305,load,104.0777613,30.68036264,unload,115.9492956,29.63386185
306,load,118.7872801,32.0550539,unload,110.2132926,22.63358317
307,load,103.7156984,27.34318152,unload,112.5276259,32.98104947
308,load,114.4845915,36.57773729,unload,129.6253588,44.53274667
309,load,104.6541889,34.99974378,unload,106.6361382,26.65407788
310,load,105.7169574,34.56884132,unload,109.8392692,40.65207072
311,load,113.1031943,28.26772783,unload,110.2132926,22.63358317
312,load,103.7156984,27.34318152,unload,122.1279587,37.51601718
313,load,108.8047789,37.58632226,unload,114.4769042,36.07897039
314,load,111.791842,38.0590902,unload,111.6721398,40.82992317
315,load,111.3149552,30.67834977,unload,105.7169574,34.56884132
316,load,110.2001424,25.2220507,unload,112.741772,38.41275095
317,load,128.8648657,47.72975322,unload,111.6721398,40.82992317
318,load,114.8689562,40.82680705,unload,122.1279587,37.51601718
319,load,112.4178074,34.64612258,unload,125.3656824,41.26968622
320,load,112.5276259,32.98104947,unload,126.5294839,43.85026732
321,load,130.3638882,46.81701402,unload,117.9658377,40.9596313
322,load,111.791842,38.0590902,unload,100.2780414,25.60889141
323,load,125.1173096,46.57976354,unload,118.7872801,32.0550539
324,load,103.7156984,27.34318152,unload,125.1173096,46.57976354
325,load,111.3149552,30.67834977,unload,107.2505727,34.36920541
326,load,128.8648657,47.72975322,unload,114.4769042,36.07897039
327,load,107.0364266,33.06829125,unload,112.3686636,24.77428179
328,load,122.9895763,41.12321835,unload,119.1518775,36.71034857
329,load,117.9658377,40.9596313,unload,105.7169574,34.56884132
330,load,117.958819,28.46469686,unload,121.1483777,41.07625459
331,load,112.3686636,24.77428179,unload,121.1483777,41.07625459
332,load,125.3656824,41.26968622,unload,113.2985517,40.08311203
333,load,121.4677029,31.25742386,unload,113.1151548,36.1854054
334,load,123.4545661,41.67370405,unload,112.6964718,36.75831427
335,load,109.7272543,38.24476095,unload,114.8689562,40.82680705
336,load,104.0777613,30.68036264,unload,125.3656824,41.26968622
337,load,119.3638272,41.20031494,unload,110.4542527,35.4679762
338,load,121.4677029,31.25742386,unload,114.4845915,36.57773729
339,load,110.2001424,25.2220507,unload,100.2780414,25.60889141
340,load,123.8938401,47.3261796,unload,108.9497393,34.90253113
341,load,119.1518775,36.71034857,unload,108.8047789,37.58632226
342,load,112.4178074,34.64612258,unload,117.958819,28.46469686
343,load,121.4677029,31.25742386,unload,114.3610457,34.79438197
344,load,108.9097751,34.34643312,unload,113.1264112,23.0172855
345,load,130.9788717,45.32383948,unload,107.0364266,33.06829125
346,load,112.741772,38.41275095,unload,122.9895763,41.12321835
347,load,119.1518775,36.71034857,unload,126.5843932,45.77814066
348,load,112.4178074,34.64612258,unload,115.4982162,38.86736886
349,load,117.9658377,40.9596313,unload,108.3937832,30.79162185
350,load,126.5843932,45.77814066,unload,106.557435,29.5675787
351,load,109.425528,24.33477969,unload,113.2985517,40.08311203
352,load,106.2262407,38.48521073,unload,114.5098497,37.06673118
353,load,126.5294839,43.85026732,unload,113.2985517,40.08311203
354,load,111.3149552,30.67834977,unload,117.2004028,39.08080919
355,load,126.5843932,45.77814066,unload,106.2262407,38.48521073
356,load,118.7872801,32.0550539,unload,125.1173096,46.57976354
357,load,122.1279587,37.51601718,unload,129.6253588,44.53274667
358,load,114.5098497,37.06673118,unload,116.9478203,33.64639431
359,load,125.1173096,46.57976354,unload,109.3209259,36.86052623
360,load,108.3937832,30.79162185,unload,130.3638882,46.81701402
361,load,113.5986308,24.80419161,unload,109.425528,24.33477969
362,load,125.3656824,41.26968622,unload,126.5294839,43.85026732
363,load,111.5194921,36.07985794,unload,114.4845915,36.57773729
364,load,100.2780414,25.60889141,unload,113.1151548,36.1854054
365,load,105.7169574,34.56884132,unload,113.5986308,24.80419161
366,load,130.3638882,46.81701402,unload,112.5276259,32.98104947
367,load,113.1151548,36.1854054,unload,122.1279587,37.51601718
368,load,125.1842074,42.85210756,unload,106.557435,29.5675787
369,load,114.3610457,34.79438197,unload,114.2982025,30.58193038
370,load,106.6361382,26.65407788,unload,114.2982025,30.58193038
371,load,119.3638272,41.20031494,unload,108.9097751,34.34643312
372,load,106.557435,29.5675787,unload,110.2001424,25.2220507
373,load,108.9497393,34.90253113,unload,113.1151548,36.1854054
374,load,111.791842,38.0590902,unload,110.4542527,35.4679762
375,load,108.3419855,22.82535865,unload,109.3209259,36.86052623
376,load,111.5194921,36.07985794,unload,114.505457,38.02968504
377,load,128.8648657,47.72975322,unload,100.2780414,25.60889141
378,load,113.1151548,36.1854054,unload,125.3656824,41.26968622
379,load,111.3149552,30.67834977,unload,112.5408041,37.872297
380,load,103.7156984,27.34318152,unload,112.5276259,32.98104947
381,load,112.6964718,36.75831427,unload,106.6361382,26.65407788
382,load,114.5098497,37.06673118,unload,122.1279587,37.51601718
383,load,125.3656824,41.26968622,unload,112.5408041,37.872297
384,load,110.4891201,38.01908765,unload,112.4178074,34.64612258
385,load,128.8648657,47.72975322,unload,113.1151548,36.1854054
386,load,107.0428607,27.72844005,unload,125.3656824,41.26968622
387,load,107.2505727,34.36920541,unload,130.9788717,45.32383948
388,load,100.4607697,38.93082779,unload,123.4545661,41.67370405
389,load,114.4845915,36.57773729,unload,115.4982162,38.86736886
390,load,113.5986308,24.80419161,unload,111.3149552,30.67834977
391,load,122.1279587,37.51601718,unload,108.3419855,22.82535865
392,load,105.9000798,36.97905266,unload,120.3818446,36.04723373
393,load,114.3610457,34.79438197,unload,103.8212157,36.05611241
394,load,106.2262407,38.48521073,unload,111.6721398,40.82992317
395,load,103.8212157,36.05611241,unload,121.1483777,41.07625459
396,load,116.7172015,39.51423016,unload,117.2004028,39.08080919
397,load,114.9175509,25.80912999,unload,112.3686636,24.77428179
398,load,125.1173096,46.57976354,unload,112.5276259,32.98104947
399,load,112.5276259,32.98104947,unload,112.6964718,36.75831427
400,load,125.3656824,41.26968622,unload,111.5194921,36.07985794
401,load,123.8938401,47.3261796,unload,112.3686636,24.77428179
402,load,114.4769042,36.07897039,unload,125.1173096,46.57976354
403,load,108.8047789,37.58632226,unload,117.2004028,39.08080919
404,load,106.557435,29.5675787,unload,114.2982025,30.58193038
405,load,125.1842074,42.85210756,unload,126.5843932,45.77814066
406,load,114.2982025,30.58193038,unload,114.505457,38.02968504
407,load,111.6721398,40.82992317,unload,119.1518775,36.71034857
408,load,116.7172015,39.51423016,unload,108.9097751,34.34643312
409,load,115.9492956,29.63386185,unload,123.4545661,41.67370405
410,load,107.0428607,27.72844005,unload,114.505457,38.02968504
411,load,108.3937832,30.79162185,unload,112.6964718,36.75831427
412,load,114.5098497,37.06673118,unload,109.8392692,40.65207072
413,load,112.6964718,36.75831427,unload,126.5294839,43.85026732
414,load,117.112548,36.69780214,unload,103.8212157,36.05611241
415,load,108.9497393,34.90253113,unload,123.4545661,41.67370405
416,load,106.6361382,26.65407788,unload,115.4982162,38.86736886
417,load,102.8258305,24.79410404,unload,111.791842,38.0590902
418,load,113.1264112,23.0172855,unload,122.9895763,41.12321835
419,load,103.8212157,36.05611241,unload,121.4677029,31.25742386
420,load,110.4542527,35.4679762,unload,118.7872801,32.0550539
421,load,110.2132926,22.63358317,unload,116.7172015,39.51423016
422,load,126.5294839,43.85026732,unload,121.1483777,41.07625459
423,load,102.8258305,24.79410404,unload,100.4607697,38.93082779
424,load,106.2262407,38.48521073,unload,113.1031943,28.26772783
425,load,114.9175509,25.80912999,unload,117.2004028,39.08080919
426,load,116.9478203,33.64639431,unload,109.3209259,36.86052623
427,load,117.9658377,40.9596313,unload,116.7142094,23.32089057
428,load,122.9895763,41.12321835,unload,110.4891201,38.01908765
429,load,108.8047789,37.58632226,unload,122.0601458,46.06131773
430,load,119.3638272,41.20031494,unload,125.1842074,42.85210756
431,load,130.9788717,45.32383948,unload,112.5408041,37.872297
432,load,106.2262407,38.48521073,unload,108.9497393,34.90253113
433,load,114.5098497,37.06673118,unload,114.505457,38.02968504
434,load,114.2982025,30.58193038,unload,106.2262407,38.48521073
435,load,115.9492956,29.63386185,unload,104.6541889,34.99974378
436,load,102.8258305,24.79410404,unload,117.9658377,40.9596313
437,load,116.7172015,39.51423016,unload,104.6541889,34.99974378
438,load,125.3656824,41.26968622,unload,108.9097751,34.34643312
439,load,117.9658377,36.81592145,unload,111.3149552,30.67834977
440,load,109.3209259,36.86052623,unload,108.8047789,37.58632226
441,load,119.3638272,41.20031494,unload,123.4545661,41.67370405
442,load,112.3686636,24.77428179,unload,106.6361382,26.65407788
443,load,130.9788717,45.32383948,unload,114.9175509,25.80912999
444,load,125.3656824,41.26968622,unload,115.9492956,29.63386185
445,load,117.958819,28.46469686,unload,122.1279587,37.51601718
446,load,117.9658377,36.81592145,unload,115.9492956,29.63386185
447,load,114.8689562,40.82680705,unload,117.9658377,40.9596313
448,load,121.4677029,31.25742386,unload,121.1483777,41.07625459
449,load,118.7872801,32.0550539,unload,114.3610457,34.79438197
450,load,111.791842,38.0590902,unload,112.5408041,37.872297
